State,City,Population
Illinois,"Rochelle, IL",9390
Illinois,"Rochester, IL",3771
Illinois,Rock City,311
Illinois,"Rock Falls, IL",9062
Illinois,"Rock Island, IL",38642
Illinois,"Rockdale, IL",1957
Illinois,"Rockford, IL",149123
Illinois,Rockton,7554
Illinois,Rolling Meadows,24279
Illinois,Romeoville,39679
Illinois,"Rome, IL",1738
Illinois,Roodhouse,1750
Illinois,"Roscoe, IL",10603
Illinois,"Roselle, IL",23030
Illinois,"Rosemont, IL",4226
Illinois,"Roseville, IL",993
Illinois,Rosewood Heights,4038
Illinois,Rosiclare,1107
Illinois,"Rossville, IL",1293
Illinois,Round Lake Beach,28012
Illinois,Round Lake Heights,2734
Illinois,Round Lake Park,7371
Illinois,"Round Lake, IL",18536
Illinois,Roxana,1495
Illinois,"Royalton, IL",1138
Illinois,"Royal, IL",299
Illinois,Ruma,318
Illinois,"Rushville, IL",3108
Illinois,"Rutland, IL",311
Illinois,Sadorus,422
Illinois,"Salem, IL",7334
Illinois,Sammons Point,277
Illinois,"San Jose, IL",619
Illinois,"Sandoval, IL",1240
Illinois,"Sandwich, IL",7410
Illinois,Sauk Village,10545
Illinois,Saunemin,409
Illinois,"Savanna, IL",2906
Illinois,"Savoy, IL",7879
Illinois,"Sawyerville, IL",272
Illinois,Saybrook,689
Illinois,Scales Mound,380
Illinois,Schaumburg,74896
Illinois,Schiller Park,11857
Illinois,Schram City,572
Illinois,Scott AFB,3612
Illinois,Seatonville,311
Illinois,Seaton,215
Illinois,Secor,371
Illinois,"Seneca, IL",2306
Illinois,Sesser,1903
Illinois,"Seymour, IL",303
Illinois,Shabbona,939
Illinois,"Shannon, IL",718
Illinois,Shawneetown,1171
Illinois,"Sheffield, IL",897
Illinois,"Shelbyville, IL",4662
Illinois,"Sheldon, IL",1033
Illinois,"Sheridan, IL",2111
Illinois,"Sherman, IL",4511
Illinois,Sherrard,614
Illinois,"Shiloh, IL",12907
Illinois,"Shipman, IL",608
Illinois,"Shorewood, IL",16569
Illinois,Shumway,201
Illinois,"Sibley, IL",262
Illinois,Sidell,597
Illinois,"Sidney, IL",1240
Illinois,"Sigel, IL",365
Illinois,Silvis,7526
Illinois,"Sims, IL",251
Illinois,Skokie,65112
Illinois,"Sleepy Hollow, IL",3340
Illinois,"Smithfield, IL",223
Illinois,"Smithton, IL",3729
Illinois,Somonauk,1884
Illinois,Sorento,476
Illinois,South Barrington,4822
Illinois,South Beloit,7719
Illinois,South Chicago Heights,4157
Illinois,South Elgin,22226
Illinois,South Holland,22144
Illinois,South Jacksonville,3271
Illinois,South Pekin,1138
Illinois,South Roxana,2010
Illinois,South Wilmington,666
Illinois,Southern View,1646
Illinois,Sparland,387
Illinois,"Sparta, IL",4456
Illinois,"Spaulding, IL",870
Illinois,Spillertown,202
Illinois,Spring Bay,465
Illinois,"Spring Grove, IL",5725
Illinois,"Spring Valley, IL",5359
Illinois,"Springfield, IL",116809
Illinois,St. Anne,1230
Illinois,"St. Charles, IL",33387
Illinois,"St. David, IL",563
Illinois,St. Elmo,1405
Illinois,"St. Francisville, IL",670
Illinois,St. Jacob,1147
Illinois,"St. Johns, IL",211
Illinois,"St. Joseph, IL",4082
Illinois,"St. Libory, IL",597
Illinois,"St. Peter, IL",357
Illinois,Standard,211
Illinois,"Stanford, IL",588
Illinois,"Staunton, IL",5056
Illinois,Ste. Marie,243
Illinois,Steeleville,2006
Illinois,Steger,9557
Illinois,"Sterling, IL",15011
Illinois,Stewardson,716
Illinois,Steward,246
Illinois,"Stickney, IL",6818
Illinois,Stillman Valley,1083
Illinois,"Stockton, IL",1809
Illinois,Stone Park,4957
Illinois,Stonefort,295
Illinois,"Stonington, IL",899
Illinois,"Strasburg, IL",453
Illinois,Streamwood,40345
Illinois,Streator,13289
Illinois,Stronghurst,829
Illinois,"Sublette, IL",432
Illinois,"Sugar Grove, IL",9192
Illinois,"Sullivan, IL",4458
Illinois,"Summerfield, IL",408
Illinois,"Summit, IL",11447
Illinois,"Sumner, IL",3145
Illinois,Sun River Terrace,522
Illinois,"Swansea, IL",13651
Illinois,"Sycamore, IL",17753
Illinois,Table Grove,405
Illinois,Tallula,484
Illinois,Tamaroa,614
Illinois,Tamms,984
Illinois,"Tampico, IL",758
Illinois,Taylor Springs,675
Illinois,Taylorville,10971
Illinois,Teutopolis,1577
Illinois,Thawville,268
Illinois,"Thayer, IL",686
Illinois,The Galena Territory,1058
Illinois,Thebes,391
Illinois,Third Lake,1194
Illinois,Thomasboro,1141
Illinois,"Thompsonville, IL",535
Illinois,"Thomson, IL",565
Illinois,"Thornton, IL",2401
Illinois,"Tilden, IL",901
Illinois,"Tilton, IL",2647
Illinois,"Timberlane, IL",954
Illinois,Tinley Park,57280
Illinois,Tiskilwa,796
Illinois,"Toledo, IL",1214
Illinois,Tolono,3501
Illinois,Toluca,1335
Illinois,Tonica,744
Illinois,Toulon,1254
Illinois,Tovey,494
Illinois,"Towanda, IL",481
Illinois,Tower Hill,600
Illinois,Tower Lakes,1264
Illinois,"Tremont, IL",2210
Illinois,"Trenton, IL",2682
Illinois,"Trout Valley, IL",530
Illinois,Troy Grove,244
Illinois,"Troy, IL",9996
Illinois,"Tuscola, IL",4461
Illinois,Twin Grove,1564
Illinois,Ullin,436
Illinois,"Union, IL",562
Illinois,"University Park, IL",7095
Illinois,"Urbana, IL",42044
Illinois,Ursa,623
Illinois,"Valier, IL",658
Illinois,Valmeyer,1259
Illinois,"Vandalia, IL",6984
Illinois,Varna,366
Illinois,Venetian Village,2826
Illinois,"Venice, IL",1927
Illinois,"Vergennes, IL",295
Illinois,"Vermilion, IL",217
Illinois,"Vermont, IL",651
Illinois,Vernon Hills,25911
Illinois,"Verona, IL",213
Illinois,"Versailles, IL",464
Illinois,"Victoria, IL",313
Illinois,"Vienna, IL",1436
Illinois,Villa Grove,2511
Illinois,"Villa Park, IL",22038
Illinois,"Viola, IL",927
Illinois,"Virden, IL",3430
Illinois,"Virgil, IL",336
Illinois,"Virginia, IL",1551
Illinois,Volo,3870
Illinois,"Wadsworth, IL",3759
Illinois,Waggoner,259
Illinois,"Walnut, IL",1361
Illinois,Waltonville,434
Illinois,Wamac,1152
Illinois,Wapella,543
Illinois,"Warrensburg, IL",1176
Illinois,"Warrenville, IL",13336
Illinois,"Warren, IL",1390
Illinois,"Warsaw, IL",1556
Illinois,"Washburn, IL",1132
Illinois,"Washington Park, IL",4040
Illinois,"Washington, IL",15816
Illinois,Wataga,828
Illinois,"Waterloo, IL",10178
Illinois,Waterman,1503
Illinois,Watseka,5113
Illinois,"Watson, IL",744
Illinois,Wauconda,13896
Illinois,Waukegan,88915
Illinois,"Waverly, IL",1274
Illinois,Wayne City,1020
Illinois,"Waynesville, IL",422
Illinois,"Wayne, IL",2442
Illinois,"Weldon, IL",423
Illinois,"Wellington, IL",235
Illinois,Wenona,998
Illinois,West Chicago,27507
Illinois,West City,653
Illinois,West Dundee,7391
Illinois,West Frankfort,8056
Illinois,West Peoria,4452
Illinois,"West Salem, IL",884
Illinois,"West Union, IL",288
Illinois,"Westchester, IL",16807
Illinois,Western Springs,13284
Illinois,"Westfield, IL",589
Illinois,"Westmont, IL",24963
Illinois,"Westville, IL",3126
Illinois,"Wheaton, IL",53644
Illinois,"Wheeling, IL",38010
Illinois,"White City, IL",230
Illinois,"White Hall, IL",2436
Illinois,White Heath,290
Illinois,Whiteash,240
Illinois,Williamsfield,566
Illinois,"Williamson, IL",225
Illinois,"Williamsville, IL",1494
Illinois,"Willisville, IL",609
Illinois,Willow Hill,229
Illinois,"Willow Springs, IL",5709
Illinois,"Willowbrook, IL",8631
Illinois,Wilmette,27446
Illinois,"Wilmington, IL",5712
Illinois,"Wilsonville, IL",571
Illinois,"Winchester, IL",1547
Illinois,"Windsor, IL",1175
Illinois,"Winfield, IL",9569
Illinois,"Winnebago, IL",3026
Illinois,Winnetka,12490
Illinois,"Winslow, IL",333
Illinois,Winthrop Harbor,6730
Illinois,Witt,875
Illinois,Wonder Lake,8967
Illinois,Wood Dale,13945
Illinois,"Wood River, IL",10355
Illinois,"Woodhull, IL",792
Illinois,"Woodland, IL",327
Illinois,"Woodlawn, IL",698
Illinois,"Woodridge, IL",33378
Illinois,"Woodson, IL",499
Illinois,"Woodstock, IL",25178
Illinois,"Worden, IL",1030
Illinois,"Worth, IL",10838
Illinois,Wyanet,963
Illinois,"Wyoming, IL",1383
Illinois,"Xenia, IL",385
Illinois,Yates City,678
Illinois,"Yorkville, IL",18096
Illinois,Zeigler,1762
Illinois,"Zion, IL",24264
Indiana,"Aberdeen, IN",1875
Indiana,"Advance, IN",509
Indiana,"Akron, IN",1145
Indiana,"Albany, IN",2127
Indiana,"Albion, IN",2319
Indiana,"Alexandria, IN",5067
Indiana,Ambia,236
Indiana,"Amboy, IN",378
Indiana,"Americus, IN",423
Indiana,Amo,413
Indiana,"Anderson, IN",55455
Indiana,"Andrews, IN",1134
Indiana,"Angola, IN",8624
Indiana,"Arcadia, IN",1680
Indiana,Argos,1666
Indiana,"Arlington, IN",433
Indiana,"Ashley, IN",982
Indiana,"Atlanta, IN",740
Indiana,"Attica, IN",3132
Indiana,"Auburn, IN",12834
Indiana,"Aurora, IN",3705
Indiana,"Austin, IN",4163
Indiana,"Avilla, IN",2411
Indiana,"Avoca, IN",583
Indiana,"Avon, IN",15971
Indiana,"Bainbridge, IN",742
Indiana,Bargersville,6627
Indiana,"Bass Lake, IN",1195
Indiana,"Batesville, IN",6541
Indiana,"Battle Ground, IN",1459
Indiana,"Bedford, IN",13355
Indiana,"Beech Grove, IN",14514
Indiana,"Berne, IN",4038
Indiana,Beverly Shores,610
Indiana,"Bicknell, IN",2892
Indiana,Birdseye,407
Indiana,Blanford,342
Indiana,"Bloomfield, IN",2356
Indiana,"Bloomingdale, IN",333
Indiana,"Bloomington, IN",83322
Indiana,"Bluffton, IN",9969
Indiana,"Boonville, IN",6164
Indiana,Borden,876
Indiana,"Boswell, IN",763
Indiana,"Bourbon, IN",1791
Indiana,Brazil,8114
Indiana,"Bremen, IN",4589
Indiana,Bright,5693
Indiana,"Bristol, IN",1650
Indiana,"Brooklyn, IN",1604
Indiana,"Brookston, IN",1544
Indiana,"Brookville, IN",2575
Indiana,Brook,986
Indiana,Brownsburg,23322
Indiana,"Brownstown, IN",2956
Indiana,Bruceville,477
Indiana,"Bryant, IN",256
Indiana,Buck Creek,207
Indiana,"Buffalo, IN",692
Indiana,"Bunker Hill, IN",860
Indiana,"Burlington, IN",598
Indiana,Burnettsville,343
Indiana,Burns Harbor,1571
Indiana,"Butlerville, IN",282
Indiana,"Butler, IN",2690
Indiana,Cambridge City,1806
Indiana,"Camden, IN",602
Indiana,"Campbellsburg, IN",578
Indiana,Cannelton,1532
Indiana,"Carbon, IN",390
Indiana,"Carlisle, IN",676
Indiana,"Carmel, IN",86682
Indiana,"Carthage, IN",901
Indiana,"Cayuga, IN",1117
Indiana,"Cedar Lake, IN",11854
Indiana,"Center Point, IN",239
Indiana,"Centerville, IN",2603
Indiana,Chalmers,506
Indiana,"Chandler, IN",3377
Indiana,"Charlestown, IN",8054
Indiana,"Chesterfield, IN",2504
Indiana,Chesterton,13403
Indiana,Chrisney,484
Indiana,Churubusco,1790
Indiana,"Cicero, IN",4891
Indiana,"Clarks Hill, IN",665
Indiana,"Clarksville, IN",21879
Indiana,"Clay City, IN",843
Indiana,"Claypool, IN",432
Indiana,"Clayton, IN",1001
Indiana,"Clear Lake, IN",341
Indiana,"Clermont, IN",1402
Indiana,"Clifford, IN",232
Indiana,"Clinton, IN",4812
Indiana,"Cloverdale, IN",2098
Indiana,"Coalmont, IN",402
Indiana,"Coatesville, IN",542
Indiana,"Colfax, IN",683
Indiana,"Collegeville, IN",330
Indiana,"Columbia City, IN",8829
Indiana,"Columbus, IN",46124
Indiana,Connersville,13032
Indiana,"Converse, IN",1234
Indiana,Cordry Sweetwater Lakes,1128
Indiana,"Corunna, IN",254
Indiana,"Corydon, IN",3123
Indiana,Country Squire Lakes,3571
Indiana,"Covington, IN",2579
Indiana,"Crawfordsville, IN",15988
Indiana,"Cromwell, IN",504
Indiana,Crothersville,1599
Indiana,"Crown Point, IN",28623
Indiana,"Culver, IN",1392
Indiana,"Cumberland, IN",5389
Indiana,"Cynthiana, IN",539
Indiana,"Daleville, IN",1615
Indiana,"Dale, IN",1556
Indiana,"Dana, IN",581
Indiana,"Danville, IN",9593
Indiana,"Darlington, IN",839
Indiana,"Darmstadt, IN",1456
Indiana,"Dayton, IN",1550
Indiana,De Motte,3978
Indiana,"Decatur, IN",9432
Indiana,Decker,246
Indiana,Delphi,2868
Indiana,"Denver, IN",469
Indiana,"Dillsboro, IN",1321
Indiana,"Dublin, IN",779
Indiana,"Dubois, IN",488
Indiana,Dugger,902
Indiana,"Dunkirk, IN",2348
Indiana,"Dunlap, IN",6235
Indiana,"Dupont, IN",339
Indiana,"Dyer, IN",16169
Indiana,Earl Park,336
Indiana,East Chicago,28990
Indiana,East Germantown,379
Indiana,"Eaton, IN",1758
Indiana,"Edgewood, IN",1885
Indiana,Edinburgh,4533
Indiana,Edwardsport,300
Indiana,Elberfeld,643
Indiana,"Elizabethtown, IN",518
Indiana,"Elkhart, IN",51421
Indiana,Ellettsville,6475
Indiana,Elnora,654
Indiana,"Elwood, IN",8480
Indiana,English,641
Indiana,Etna Green,587
Indiana,"Evansville, IN",120346
Indiana,"Fairland, IN",316
Indiana,"Fairmount, IN",2880
Indiana,"Fairview Park, IN",1333
Indiana,"Farmersburg, IN",1098
Indiana,Farmland,1294
Indiana,"Ferdinand, IN",2180
Indiana,"Fillmore, IN",526
Indiana,"Fish Lake, IN",1016
Indiana,Fishers,86325
Indiana,"Flora, IN",1994
Indiana,Fontanet,423
Indiana,Fort Branch,2810
Indiana,"Fort Wayne, IN",258522
Indiana,Fortville,3953
Indiana,"Fountain City, IN",791
Indiana,"Fowlerton, IN",256
Indiana,"Fowler, IN",2274
Indiana,Francesville,844
Indiana,Francisco,473
Indiana,"Frankfort, IN",16153
Indiana,"Franklin, IN",24356
Indiana,Frankton,1831
Indiana,Freelandville,643
Indiana,"Freetown, IN",385
Indiana,"Fremont, IN",2149
Indiana,French Lick,1798
Indiana,"Fulton, IN",327
Indiana,"Galena, IN",1818
Indiana,"Galveston, IN",1288
Indiana,"Garrett, IN",6319
Indiana,"Gary, IN",77909
Indiana,Gas City,6032
Indiana,"Gaston, IN",864
Indiana,"Geneva, IN",1313
Indiana,Gentryville,271
Indiana,"Georgetown, IN",3162
Indiana,"Glenwood, IN",244
Indiana,"Goodland, IN",1028
Indiana,"Goshen, IN",32267
Indiana,Gosport,806
Indiana,Grabill,1121
Indiana,"Grandview, IN",734
Indiana,"Granger, IN",30465
Indiana,"Greencastle, IN",10362
Indiana,"Greendale, IN",4450
Indiana,"Greenfield, IN",21398
Indiana,Greens Fork,416
Indiana,"Greensburg, IN",11817
Indiana,"Greentown, IN",2397
Indiana,"Greenville, IN",669
Indiana,"Greenwood, IN",54491
Indiana,Griffith,16516
Indiana,Grissom AFB,5537
Indiana,Gulivoire Park,2979
Indiana,"Hagerstown, IN",1751
Indiana,"Hamilton, IN",1239
Indiana,"Hamlet, IN",778
Indiana,"Hammond, IN",78384
Indiana,"Hanna, IN",463
Indiana,"Hanover, IN",3555
Indiana,"Hardinsburg, IN",245
Indiana,"Harlan, IN",1634
Indiana,"Harmony, IN",640
Indiana,"Harrodsburg, IN",691
Indiana,"Hartford City, IN",6042
Indiana,"Hartsville, IN",383
Indiana,"Hatfield, IN",813
Indiana,Haubstadt,1637
Indiana,"Hayden, IN",521
Indiana,"Hazleton, IN",257
Indiana,"Hebron, IN",3713
Indiana,Henryville,1905
Indiana,"Heritage Lake, IN",2880
Indiana,Hidden Valley,5387
Indiana,"Highland, IN",23127
Indiana,"Hillsboro, IN",522
Indiana,Hoagland,821
Indiana,"Hobart, IN",28635
Indiana,"Holland, IN",619
Indiana,"Holton, IN",468
Indiana,Homecroft,740
Indiana,"Hope, IN",2157
Indiana,"Howe, IN",807
Indiana,Hudson Lake,1297
Indiana,"Hudson, IN",516
Indiana,Huntertown,5349
Indiana,Huntingburg,6042
Indiana,"Huntington, IN",17166
Indiana,Hymera,778
Indiana,"Idaville, IN",461
Indiana,Indian Heights,3011
Indiana,"Indianapolis, IN",848788
Indiana,"Ingalls, IN",2390
Indiana,"Jamestown, IN",939
Indiana,Jasonville,2188
Indiana,"Jasper, IN",15325
Indiana,"Jeffersonville, IN",46440
Indiana,"Jonesboro, IN",1711
Indiana,"Kempton, IN",317
Indiana,Kendallville,9905
Indiana,"Kennard, IN",464
Indiana,Kentland,1722
Indiana,Kewanna,606
Indiana,Kimmell,422
Indiana,"Kingman, IN",490
Indiana,"Kingsbury, IN",246
Indiana,Kingsford Heights,1428
Indiana,Kirklin,779
Indiana,Knightstown,2124
Indiana,Knightsville,855
Indiana,"Knox, IN",3622
Indiana,Kokomo,57085
Indiana,Koontz Lake,1557
Indiana,Kouts,1949
Indiana,"La Crosse, IN",541
Indiana,La Fontaine,863
Indiana,La Paz,559
Indiana,"La Porte, IN",22007
Indiana,Ladoga,982
Indiana,"Lafayette, IN",70654
Indiana,"Lagrange, IN",2691
Indiana,Lagro,408
Indiana,Lake Dalecarlia,1355
Indiana,"Lake Holiday, IN",910
Indiana,Lake Santee,820
Indiana,Lake Station,12175
Indiana,"Lake Village, IN",765
Indiana,Lakes of the Four Seasons,7033
Indiana,Laketon,623
Indiana,"Lakeville, IN",785
Indiana,Lanesville,565
Indiana,Lapel,2051
Indiana,Larwill,283
Indiana,"Laurel, IN",507
Indiana,"Lawrenceburg, IN",4977
Indiana,"Lawrence, IN",47550
Indiana,"Leavenworth, IN",234
Indiana,"Lebanon, IN",15836
Indiana,"Leesburg, IN",560
Indiana,Leo-Cedarville,3818
Indiana,"Lewisville, IN",360
Indiana,"Liberty, IN",2056
Indiana,"Ligonier, IN",4393
Indiana,"Linden, IN",755
Indiana,"Linton, IN",5331
Indiana,Lizton,497
Indiana,"Logansport, IN",18019
Indiana,"Long Beach, IN",1160
Indiana,Loogootee,2706
Indiana,Losantville,232
Indiana,"Lowell, IN",9402
Indiana,"Lynnville, IN",911
Indiana,"Lynn, IN",1063
Indiana,"Lyons, IN",731
Indiana,"Macy, IN",206
Indiana,"Madison, IN",12035
Indiana,"Manilla, IN",267
Indiana,"Marengo, IN",825
Indiana,"Marion, IN",29308
Indiana,Markleville,522
Indiana,Markle,1092
Indiana,"Marshall, IN",324
Indiana,"Martinsville, IN",11744
Indiana,"Matthews, IN",573
Indiana,McCordsville,5445
Indiana,"Mecca, IN",326
Indiana,Medaryville,595
Indiana,"Medora, IN",699
Indiana,Melody Hill,3628
Indiana,"Memphis, IN",695
Indiana,"Mentone, IN",989
Indiana,Meridian Hills,1673
Indiana,Merom,226
Indiana,Merrillville,35450
Indiana,"Mexico, IN",836
Indiana,Michiana Shores,305
Indiana,"Michigan City, IN",31487
Indiana,Michigantown,459
Indiana,"Middlebury, IN",3527
Indiana,"Middletown, IN",2264
Indiana,"Milan, IN",1877
Indiana,"Milford, IN",1566
Indiana,"Millersburg, IN",926
Indiana,"Milltown, IN",807
Indiana,"Milroy, IN",604
Indiana,"Milton, IN",471
Indiana,Mishawaka,48174
Indiana,"Mitchell, IN",4284
Indiana,Monon,1758
Indiana,"Monroe City, IN",536
Indiana,"Monroeville, IN",1292
Indiana,"Monroe, IN",857
Indiana,"Monrovia, IN",1354
Indiana,"Monterey, IN",211
Indiana,"Montezuma, IN",1005
Indiana,"Montgomery, IN",347
Indiana,"Monticello, IN",5352
Indiana,Montmorenci,243
Indiana,"Montpelier, IN",1750
Indiana,"Mooreland, IN",365
Indiana,Moores Hill,588
Indiana,"Mooresville, IN",9576
Indiana,"Morgantown, IN",988
Indiana,Morocco,1130
Indiana,"Morristown, IN",1326
Indiana,Mount Summit,346
Indiana,"Mount Vernon, IN",6573
Indiana,"Mulberry, IN",1247
Indiana,"Muncie, IN",70211
Indiana,Munster,23103
Indiana,"Napoleon, IN",228
Indiana,Nappanee,6715
Indiana,"Nashville, IN",1076
Indiana,"New Albany, IN",36589
Indiana,"New Carlisle, IN",1848
Indiana,"New Castle, IN",17653
Indiana,New Chicago,1993
Indiana,New Goshen,390
Indiana,"New Harmony, IN",770
Indiana,"New Haven, IN",15608
Indiana,"New Market, IN",629
Indiana,New Palestine,2105
Indiana,"New Paris, IN",1494
Indiana,New Pekin,1383
Indiana,"New Richmond, IN",333
Indiana,New Ross,345
Indiana,New Salisbury,613
Indiana,New Trenton,252
Indiana,"New Washington, IN",566
Indiana,New Whiteland,5810
Indiana,"Newburgh, IN",3278
Indiana,Newpoint,343
Indiana,"Newport, IN",490
Indiana,"Newtown, IN",249
Indiana,Noblesville,57584
Indiana,North Judson,1753
Indiana,"North Liberty, IN",1913
Indiana,North Manchester,5989
Indiana,"North Salem, IN",525
Indiana,North Terre Haute,4305
Indiana,North Vernon,6636
Indiana,North Webster,1160
Indiana,"Norway, IN",386
Indiana,Notre Dame,5973
Indiana,"Oak Park, IN",5858
Indiana,Oakland City,2433
Indiana,Oaktown,601
Indiana,Odon,1394
Indiana,Ogden Dunes,1114
Indiana,Oldenburg,669
Indiana,Oolitic,1164
Indiana,Orestes,411
Indiana,"Orland, IN",437
Indiana,"Orleans, IN",2132
Indiana,"Osceola, IN",2469
Indiana,"Osgood, IN",1601
Indiana,"Ossian, IN",3326
Indiana,Otterbein,1253
Indiana,Otwell,434
Indiana,Owensburg,406
Indiana,"Owensville, IN",1287
Indiana,"Oxford, IN",1142
Indiana,Painted Hills,677
Indiana,"Palmyra, IN",928
Indiana,"Paoli, IN",3632
Indiana,Paragon,662
Indiana,Parker City,1380
Indiana,Parkers Settlement,711
Indiana,"Patoka, IN",730
Indiana,Patriot,205
Indiana,"Pendleton, IN",4212
Indiana,"Pennville, IN",694
Indiana,"Perrysville, IN",438
Indiana,"Peru, IN",11079
Indiana,"Petersburg, IN",2351
Indiana,Pierceton,1029
Indiana,Pine Village,213
Indiana,"Pittsboro, IN",3188
Indiana,"Plainfield, IN",30409
Indiana,"Plainville, IN",490
Indiana,"Plymouth, IN",10095
Indiana,"Portage, IN",36760
Indiana,"Porter, IN",4881
Indiana,"Portland, IN",6204
Indiana,Poseyville,1029
Indiana,Pottawattamie Park,300
Indiana,Princes Lakes,1326
Indiana,"Princeton, IN",8608
Indiana,Purdue University,12183
Indiana,Redkey,1348
Indiana,"Remington, IN",1167
Indiana,"Rensselaer, IN",5937
Indiana,"Reynolds, IN",527
Indiana,"Richland, IN",411
Indiana,"Richmond, IN",36159
Indiana,"Ridgeville, IN",776
Indiana,"Riley, IN",220
